feature,rf_importance,xgb_importance,avg_importance
mel_spec_mean_113,0.0006808068909448042,0.009883977938443422,0.005282392414694114
mel_spec_std_87,0.0008951708898483185,0.009668759451332417,0.005281965170590368
mel_spec_mean_58,0.00048641552753457817,0.01006045603108677,0.005273435779310674
mel_spec_mean_55,0.0012850626020885379,0.009162110318853096,0.0052235864604708165
mel_spec_std_30,0.0004433425026637424,0.009902587922459299,0.00517296521256152
mel_spec_std_76,0.0007860488356395639,0.009492858651686798,0.005139453743663181
mel_spec_mean_71,0.0008971117003389698,0.009355474136431109,0.005126292918385039
mel_spec_mean_117,0.000710037441612164,0.009508634875105186,0.005109336158358675
mel_spec_mean_25,0.0012716491568918688,0.008902096443555572,0.005086872800223721
mel_spec_std_106,0.0007389814894043566,0.009432676205919548,0.0050858288476619525
mel_spec_std_14,0.0006926629849668525,0.009388518667864528,0.00504059082641569
mel_spec_mean_56,0.00095622134337799,0.009012419476427815,0.004984320409902902
mel_spec_std_31,0.00039249876559022665,0.009527856611054052,0.004960177688322139
mel_spec_std_112,0.0009353489026380533,0.008975944608788599,0.004955646755713326
mel_spec_std_79,0.00038839617335671033,0.009441999697380445,0.004915197935368577
mel_spec_mean_118,0.0008855952081234659,0.008937375154346228,0.004911485181234847
mel_spec_std_74,0.0003816163926241552,0.009235726055604491,0.004808671224114323
mel_spec_mean_45,0.00014654213375859388,0.009274222295392643,0.0047103822145756185
mel_spec_std_81,0.0006191342236720024,0.008688813541084528,0.0046539738823782656
mel_spec_std_51,0.0002767749729891653,0.009014959955079989,0.004645867464034577
mel_spec_std_105,0.0006679170150348577,0.008573874746533957,0.004620895880784407
mel_spec_std_68,0.00044595191528619074,0.008672716752202674,0.004559334333744432
mel_spec_mean_80,0.0001810390520480774,0.008654865139926022,0.004417952095987049
mel_spec_std_49,0.00047231741675172296,0.00833025752482089,0.004401287470786307
mel_spec_mean_121,0.0002321864049876486,0.008501339619132605,0.004366763012060126
mel_spec_mean_27,0.001341105711015776,0.007239582006480883,0.00429034385874833
mel_spec_std_80,0.0005614537770078982,0.007993711179799655,0.004277582478403777
mel_spec_std_100,0.0005859063150707541,0.007909198418598284,0.004247552366834519
mel_spec_std_94,0.0008120718430151161,0.007621916264972903,0.00421699405399401
spectral_centroid_mean,0.0006017271708441542,0.007711914071643894,0.004156820621244024
mel_spec_std_41,0.00045076481403087036,0.007840697568925943,0.004145731191478407
mel_spec_mean_89,0.0005316002089147214,0.007750016785311428,0.004140808497113075
mel_spec_std_104,0.0008247661358729966,0.007454343732785095,0.004139554934329046
mel_spec_mean_42,0.0004033758884598121,0.007853346241807396,0.004128361065133604
mel_spec_std_69,0.0001397516106416307,0.00806511989371343,0.004102435752177531
mel_spec_std_91,0.0007531066056750834,0.007451384476470676,0.00410224554107288
mel_spec_std_83,0.00041376498103539236,0.007709596390751275,0.004061680685893334
mel_spec_mean_114,0.0010641444598042489,0.007032731632617387,0.004048438046210818
