feature,importance
mfcc_mean_15,0.0644350377843724
mfcc_std_5,0.02795033326080281
mfcc_std_11,0.01988571383992693
mfcc_mean_19,0.019722070864606107
mfcc_std_10,0.018884799842606322
spectral_contrast_std_1,0.013383096998853691
onset_rate,0.013025044972616634
chroma_std_5,0.011805414670671026
mfcc_mean_13,0.01038997253614818
mfcc_std_15,0.008849233870098972
mfcc_mean_8,0.008807177680115536
mel_spec_std_47,0.007787752693877562
mfcc_mean_17,0.007340738568685057
mfcc_std_8,0.006871489395229372
mel_spec_mean_10,0.006242619483550398
chroma_mean_8,0.00601962398043719
mfcc_std_17,0.0056425148667777906
mel_spec_std_55,0.005641702349903922
mfcc_mean_10,0.004945795572411229
energy_middle,0.004745187884508202
energy_end,0.003937261207720647
spectral_contrast_mean_1,0.003669867249706771
mel_spec_std_52,0.0035605157711368525
mel_spec_mean_22,0.003225874900605426
mel_spec_std_98,0.0030737745653087655
spectral_contrast_std_2,0.0030649894674055623
spectral_contrast_std_6,0.003003427651757244
mel_spec_std_39,0.002930435397834871
mel_spec_std_12,0.002861259705820263
mel_spec_std_64,0.002801710378723539
mel_spec_mean_9,0.0026610313047703347
chroma_mean_0,0.0026573966776329244
mfcc_mean_6,0.002504021901534553
mel_spec_mean_21,0.002497545317204378
mel_spec_std_54,0.00245941943002985
mfcc_std_1,0.002411167398374774
mel_spec_std_91,0.0023349990430845116
mel_spec_mean_15,0.002313982246209193
energy_start,0.0023133014394985107
rms_mean,0.00228001763279973
mfcc_mean_0,0.0022672477154579585
mel_spec_std_38,0.002259186348981338
mel_spec_std_65,0.002220016022494596
mel_spec_mean_24,0.002064023585588125
mel_spec_std_32,0.0020202065372102503
chroma_mean_9,0.001967159014704348
chroma_std_7,0.0019279391746092561
mel_spec_std_77,0.0019001335888690484
mfcc_std_18,0.0018967297305788004
mel_spec_mean_18,0.0018733671908003422
mel_spec_mean_1,0.001859564509758312
mel_spec_std_8,0.0018259997195020094
mel_spec_std_102,0.001814532761612962
mel_spec_std_74,0.0017919547892645202
chroma_mean_1,0.0017909602931861306
spectral_bandwidth_std,0.0017126768232683647
mfcc_mean_11,0.0016630482256372605
mel_spec_mean_33,0.0016450579550538072
mel_spec_mean_4,0.0016268765453985993
mel_spec_mean_8,0.0015943338315999628
mfcc_std_7,0.0015864055064960746
mfcc_std_12,0.0015788341468445772
mel_spec_std_97,0.0015545165219770795
chroma_std_8,0.0015222017473487035
mel_spec_std_31,0.0015196840898032131
mel_spec_std_90,0.0015170754525194235
mel_spec_std_25,0.001490413570141807
mfcc_mean_1,0.0014856252012189941
mel_spec_std_95,0.0014213048633301103
mel_spec_std_48,0.0014204473707269184
mel_spec_std_126,0.0013961155505563788
spectral_contrast_mean_0,0.0013745567590035953
zcr_mean,0.001351511027080983
mel_spec_mean_7,0.001329509825271889
beat_regularity,0.0013281016399155372
mel_spec_std_60,0.0013157694001578824
mel_spec_std_75,0.0012948811720503769
mel_spec_std_40,0.00127496037110721
mel_spec_std_4,0.0012670944408840698
mel_spec_std_14,0.0012563671373451296
mfcc_mean_5,0.0012554938902383786
spectral_contrast_mean_3,0.001253059257438486
mel_spec_mean_11,0.0012150993397981751
chroma_std_4,0.0012111598732131963
chroma_std_1,0.0012108572463917905
mel_spec_std_124,0.001210423455082283
mel_spec_mean_37,0.0011932505348702042
mel_spec_mean_119,0.001193170261853245
mel_spec_std_35,0.001189653675510368
beat_count,0.0011891246787859302
mel_spec_std_19,0.0011855494340501807
mel_spec_mean_23,0.0011849627941219508
mfcc_mean_3,0.0011425723140459439
spectral_flatness_mean,0.0011365826505556633
mel_spec_mean_0,0.0011362983343436149
mel_spec_mean_65,0.0011093624146633276
mel_spec_std_125,0.001107969958290345
mel_spec_mean_82,0.0010970507703249326
chroma_mean_2,0.001084369569511713
mfcc_std_13,0.0010837891263814326
chroma_std_0,0.0010722622465264501
chroma_std_3,0.001061231118515154
mfcc_mean_16,0.0010483840072489908
mfcc_std_3,0.0010479612111819595
chroma_mean_6,0.0010354769589872163
mel_spec_std_76,0.001033045583010958
mel_spec_std_49,0.0010327531232825653
mel_spec_std_72,0.0010217418640369317
mfcc_mean_2,0.0010128367628048185
mel_spec_std_26,0.0010072104566523979
mel_spec_std_53,0.001004993950233386
mfcc_std_9,0.0010001887972480223
mfcc_std_0,0.0009998133382967376
mel_spec_std_92,0.0009989871011583046
mel_spec_std_67,0.0009923237132420984
mfcc_mean_14,0.0009919644568000413
mel_spec_std_59,0.000988956902341739
mel_spec_std_61,0.000977661674779983
mel_spec_mean_26,0.0009705760781735722
mel_spec_mean_28,0.0009703142725145607
mel_spec_std_46,0.0009653845178675005
mel_spec_std_51,0.0009642102421613644
mfcc_std_19,0.0009588206657992978
spectral_contrast_std_4,0.0009479317477477381
mel_spec_mean_101,0.0009424750243202495
mel_spec_std_88,0.0009265235289611947
mel_spec_mean_56,0.0009256640892798654
mel_spec_mean_72,0.0009247845650622094
mel_spec_std_9,0.0009169454679731298
mel_spec_mean_40,0.0009128078375641743
mel_spec_mean_42,0.0009048494411363355
mel_spec_mean_49,0.0008907891858612563
onset_strength_std,0.0008734323466091883
mel_spec_mean_88,0.0008720881938393723
mel_spec_std_99,0.000868396005681715
mel_spec_mean_14,0.000863201947384362
mel_spec_mean_34,0.000859959845771011
mel_spec_std_15,0.0008560782966916759
mel_spec_std_23,0.0008449204550863589
mel_spec_std_5,0.0008442082541758446
mel_spec_std_107,0.0008436102938760592
mel_spec_mean_64,0.000837697131493892
mel_spec_mean_38,0.0008281887087591542
mel_spec_std_83,0.0008188921299772263
chroma_mean_3,0.0007843934667684317
mfcc_std_6,0.0007680320230977707
rms_delta_std,0.0007597493427530348
mel_spec_mean_31,0.0007528083903034357
chroma_mean_5,0.0007499705617073137
chroma_std_6,0.0007481113780764545
mel_spec_std_20,0.0007442116007147279
mel_spec_std_62,0.000743639222542016
mel_spec_std_79,0.0007387371315507722
mel_spec_mean_115,0.0007352865154543173
mel_spec_mean_17,0.0007338519553548172
mel_spec_std_44,0.00073307457918164
mel_spec_mean_93,0.0007237952899650157
mel_spec_mean_20,0.0007173261812572795
mel_spec_std_81,0.0007073404982598883
mel_spec_mean_117,0.0007046601512111541
mel_spec_mean_6,0.0006973871993202056
mel_spec_std_50,0.0006906758144010156
mfcc_mean_4,0.0006873037010863927
mel_spec_mean_3,0.000684914859992434
mel_spec_mean_5,0.000672928039329578
mfcc_mean_18,0.0006711261900971215
mel_spec_mean_13,0.0006652001161392275
mel_spec_std_73,0.0006644751036890393
mel_spec_std_1,0.0006460305643065288
mel_spec_mean_106,0.0006427388882702116
mel_spec_std_0,0.0006341318267185155
mel_spec_mean_58,0.0006269520550551817
tempo_0,0.0006231503895342238
mel_spec_mean_36,0.0006227741154731958
chroma_mean_7,0.0006220107727551122
spectral_contrast_std_5,0.0006162545272272731
spectral_contrast_mean_5,0.0006158390172380379
mel_spec_std_122,0.0006031883713069323
mel_spec_std_18,0.0006022318597480262
energy_increase_ratio,0.0005936427431238576
mel_spec_std_10,0.0005906521295408079
mel_spec_std_94,0.0005870610385007407
spectral_centroid_std,0.0005791822549442989
chroma_mean_4,0.0005734862360871776
mel_spec_mean_44,0.0005624225565887668
mel_spec_std_16,0.0005601524594200577
mel_spec_mean_73,0.0005571745081467403
mel_spec_mean_27,0.0005542889424073785
mel_spec_std_113,0.0005423648833768859
spectral_contrast_mean_6,0.00053948770493169
mel_spec_std_7,0.0005350007000893053
mel_spec_std_116,0.0005349749953854991
mel_spec_std_123,0.0005337789510418445
mel_spec_mean_2,0.0005315086375495192
mel_spec_std_29,0.0005310175478279155
mfcc_std_16,0.0005307492954943322
mel_spec_std_87,0.0005263445879914992
chroma_std_2,0.0005258772171330044
mel_spec_std_106,0.0005171046585354214
mel_spec_mean_83,0.0005144339526015368
mel_spec_mean_87,0.0005133850586741491
mel_spec_std_118,0.0005113540529578742
onset_strength_mean,0.0005103455924763437
mel_spec_mean_76,0.0005047670485780515
mel_spec_std_30,0.0005037487535837275
spectral_flatness_std,0.0004974281824905954
mel_spec_std_84,0.00048638620913401994
chroma_std_9,0.0004863425927704738
mel_spec_mean_107,0.0004698521501958808
mel_spec_std_119,0.000463438256195542
mel_spec_std_80,0.0004578240323924972
spectral_contrast_std_3,0.00044941125324023335
mfcc_std_2,0.0004462879032004348
mel_spec_mean_78,0.0004440776035917246
mel_spec_std_21,0.00044237564748512385
mel_spec_mean_84,0.0004309105867295774
mel_spec_mean_29,0.00042296234508191593
spectral_contrast_std_0,0.0004228658374614578
chroma_std_11,0.00042159885631871534
mel_spec_std_58,0.0004192666068202507
mel_spec_mean_103,0.0004182168054804162
mel_spec_std_89,0.00041794792048164116
mel_spec_mean_50,0.00041567974136193524
mel_spec_std_45,0.000414755800848789
mel_spec_mean_32,0.000412971644978148
mel_spec_std_57,0.0004046512577432409
mel_spec_std_70,0.00040208651182855714
