feature,importance
mfcc_std_11,0.03702663585430772
onset_rate,0.03337659416506669
mfcc_mean_15,0.028947658142694878
chroma_mean_0,0.027692017227178446
energy_middle,0.021954442831539425
mfcc_mean_19,0.0218657253733508
beat_count,0.018999412944669863
mfcc_std_5,0.016532922524631434
onset_strength_mean,0.015328218193970749
mfcc_std_3,0.013748318561088015
mel_spec_std_108,0.011466887538586561
mfcc_std_10,0.011414757211809037
mfcc_mean_17,0.010462455133001503
mfcc_std_8,0.010278237485690747
mel_spec_mean_0,0.007627549801327862
mfcc_mean_18,0.006722798747516847
mel_spec_mean_3,0.006488471269559502
mfcc_std_7,0.005985703506200721
mfcc_mean_5,0.005913737470658062
mfcc_mean_16,0.005848910977421868
spectral_rolloff_mean,0.005785188041903802
mel_spec_mean_4,0.0055287094430058695
chroma_mean_10,0.005509579457857504
mel_spec_std_1,0.005325549042774401
spectral_contrast_std_1,0.004778808686013015
mfcc_std_16,0.004552453756221019
chroma_mean_1,0.0042950015933535595
mfcc_std_15,0.004275174888272854
mel_spec_std_12,0.00417856021343524
spectral_contrast_mean_1,0.004081561217449549
rms_mean,0.004037591248305143
mfcc_std_2,0.00397901603937801
chroma_std_11,0.0038619425917140555
chroma_std_4,0.0035995175741561037
mel_spec_mean_119,0.0035193155570334444
mel_spec_mean_10,0.003481107014744041
mel_spec_mean_107,0.003454480220759538
mel_spec_mean_109,0.0034337981126582994
mfcc_mean_1,0.0032189048568353274
spectral_contrast_std_3,0.0030756405894053758
rms_std,0.0030715154629010638
mel_spec_mean_116,0.003066081443575506
rms_max,0.0029298057252965803
mel_spec_mean_118,0.0029057183134592753
mfcc_std_6,0.002883529707174565
spectral_flatness_std,0.0027859690202225434
energy_start,0.0025777930410764006
spectral_contrast_std_4,0.002552118400975663
dynamic_range,0.002510563532276916
mel_spec_std_9,0.002504556422882776
mfcc_mean_10,0.002502227989063803
mfcc_mean_11,0.0024941374475072604
mel_spec_std_118,0.0024224703951105063
mel_spec_mean_115,0.00237111996462901
spectral_centroid_std,0.0022805555802314996
mel_spec_mean_108,0.0022746923992378702
mfcc_mean_9,0.0022531145721822114
mel_spec_std_10,0.002184501532145571
mfcc_mean_6,0.002161385059011757
mel_spec_std_0,0.0021208662390433492
onset_strength_std,0.002067526833267515
mfcc_std_4,0.0019145337779803951
mel_spec_mean_93,0.001851720812773599
spectral_contrast_mean_0,0.0018460356404400831
spectral_contrast_std_5,0.0018433918376279188
mel_spec_std_99,0.0018326372319224088
mfcc_std_0,0.0017977389055252439
mel_spec_mean_55,0.001628421067229969
mel_spec_mean_100,0.0016205108953132794
spectral_contrast_std_6,0.0016080189916353091
mfcc_mean_7,0.0015967109054714542
mel_spec_mean_12,0.0015888406387898526
mel_spec_mean_66,0.0015543367213086841
mel_spec_std_39,0.0015452278553732331
chroma_mean_3,0.0015055633041505213
mel_spec_mean_110,0.001469475390293161
chroma_mean_11,0.0014631064083535058
beat_regularity,0.0014621032640251919
mel_spec_std_113,0.0014494809393538147
mfcc_std_18,0.001434948893777701
mel_spec_std_54,0.0014310564474232343
mel_spec_std_6,0.001427209246921239
rms_delta_std,0.0014159127254109779
mfcc_std_19,0.001406475122040003
energy_increase_ratio,0.0013848261888447975
mel_spec_std_97,0.00137376977311268
chroma_mean_2,0.001348207074979484
mel_spec_std_119,0.0013067451326347972
mel_spec_std_98,0.0012860510111496596
mfcc_std_14,0.0012515203536337589
mel_spec_std_107,0.001236934308515565
mel_spec_std_114,0.0011838838127022403
mel_spec_mean_8,0.001180843164450484
spectral_flatness_mean,0.0011573321998700873
mel_spec_std_19,0.001153853500858035
mel_spec_mean_125,0.0011411129224098435
mfcc_mean_4,0.0011241043420637676
mfcc_mean_12,0.0011226656601202166
mel_spec_mean_122,0.0011100501824418544
mel_spec_std_110,0.0011086047537177419
spectral_contrast_mean_6,0.001105619389346928
mel_spec_mean_5,0.0010880186207988952
chroma_std_10,0.0010397929807961922
mel_spec_mean_14,0.001013383637500134
mfcc_std_17,0.0010124261885395619
mel_spec_mean_54,0.0009961063884251827
mel_spec_std_8,0.0009939979545187535
mel_spec_std_115,0.0009330757454384811
mel_spec_mean_24,0.0009318155653147776
mel_spec_std_93,0.0009300481326873181
chroma_mean_8,0.0009045954910592207
chroma_std_8,0.0008626952729012614
chroma_mean_4,0.0008487909151992476
mel_spec_mean_88,0.0008473432144156116
chroma_std_2,0.0008327760247130284
chroma_mean_9,0.0008252963429588667
