feature,importance
mfcc_std_2,0.04665489935184073
mfcc_std_1,0.04076252834724992
mel_spec_mean_5,0.026067341322407005
mfcc_std_8,0.021735063811623774
mel_spec_mean_8,0.021622635115627273
mel_spec_mean_4,0.01873437996145607
mfcc_std_10,0.018281015539858753
mfcc_std_18,0.016596658342229606
mfcc_std_5,0.015210863879517388
mfcc_std_15,0.010664299869420597
mel_spec_std_98,0.010459180249515776
mfcc_mean_13,0.010134887581733304
mel_spec_mean_7,0.009348040694098446
mfcc_mean_15,0.008776813022414206
mfcc_mean_16,0.008763940769139233
rms_std,0.008489943014135953
mel_spec_std_106,0.007959933592558399
mel_spec_std_88,0.007746829873406369
mel_spec_mean_9,0.006999085586495546
mfcc_mean_14,0.006827384877092311
beat_count,0.006422749979384345
mel_spec_std_61,0.006155866749686093
chroma_std_7,0.006054259101089873
spectral_contrast_std_1,0.005880757378224946
mfcc_std_11,0.005854149487835823
mel_spec_std_84,0.005732741707303124
mel_spec_mean_6,0.005729785864763259
mel_spec_mean_13,0.005703681373696273
mfcc_std_3,0.005700982298567475
mfcc_mean_8,0.004710768981511102
chroma_mean_9,0.0047059419907725
mel_spec_mean_15,0.0044987621093914515
mel_spec_std_67,0.004289993649582058
mel_spec_mean_0,0.004084927710532083
energy_end,0.004059000125577206
mfcc_std_16,0.0039126478178496465
mel_spec_std_10,0.0038629484496908247
mfcc_mean_7,0.003724898266617048
mfcc_mean_11,0.0036534733452727158
mfcc_mean_9,0.0033383508633325542
mel_spec_std_118,0.003030423967408893
mfcc_mean_18,0.0030253302733779914
mel_spec_std_111,0.0029792865410273846
chroma_mean_7,0.0028981496320304506
mfcc_mean_12,0.002836617772391279
chroma_mean_3,0.0028235750120901714
mel_spec_std_89,0.0026484162396007128
mel_spec_std_113,0.0025541122875633697
mel_spec_std_55,0.002488188425565035
chroma_mean_1,0.002367242487469422
spectral_rolloff_std,0.0023644245281635736
mfcc_std_19,0.002347702129683694
mel_spec_std_104,0.002310149014828205
mfcc_std_17,0.002140449148093268
energy_start,0.001998404350357539
mel_spec_std_103,0.001982369597227788
tempo_0,0.001906199281013793
energy_middle,0.0018751412566152884
mel_spec_std_76,0.00186006130802858
mfcc_std_9,0.0018049890081954481
mel_spec_std_87,0.0017158084499673827
chroma_mean_6,0.0016853362507723935
mel_spec_std_23,0.0016697995850015442
spectral_contrast_mean_4,0.0016635800254221256
spectral_contrast_std_5,0.0016285844349561993
mel_spec_mean_3,0.0016239495214468175
mfcc_std_0,0.0016186775886446803
mel_spec_std_11,0.0015753426843898846
spectral_contrast_mean_1,0.0015726391186701957
beat_regularity,0.001547282972035221
mel_spec_std_94,0.0015440928270990773
spectral_contrast_mean_3,0.0015045367789671032
mfcc_mean_5,0.0014784666814570697
mel_spec_std_65,0.0014697442661525048
mel_spec_std_26,0.001440140106646801
spectral_contrast_mean_6,0.0014218920145697622
spectral_bandwidth_mean,0.0014199124742441574
spectral_centroid_std,0.001392095568498035
mel_spec_std_100,0.001340756881542717
mel_spec_std_77,0.0013137081966303166
mel_spec_std_21,0.001290276989021355
mel_spec_std_78,0.0012277369105645932
mel_spec_std_79,0.0011884430967029152
mel_spec_std_91,0.0011654120278456613
chroma_std_5,0.0010899838669385642
chroma_mean_10,0.0010785087804475034
spectral_contrast_std_6,0.001076076827577088
mel_spec_std_41,0.0010623081969381282
mel_spec_std_12,0.001032759562002213
rms_max,0.0010230414446818464
mel_spec_std_49,0.0010199839730102127
spectral_centroid_mean,0.0010174586012027295
mel_spec_mean_1,0.0010080206085326855
spectral_contrast_std_4,0.001006409179457642
mel_spec_mean_46,0.00096876018868067
mfcc_mean_3,0.0009574928210401216
rms_delta_std,0.0009455766175742769
mel_spec_std_119,0.0009428104156363984
chroma_mean_5,0.0009394625794941136
mel_spec_mean_18,0.0008883561091740758
mfcc_mean_2,0.0008540810538468832
mfcc_mean_17,0.0008430962839162487
mel_spec_std_33,0.00083169753173602
mfcc_mean_19,0.0008143565889481617
chroma_mean_0,0.0008007354825834775
mel_spec_std_92,0.0008000916849406042
mel_spec_std_6,0.0007861013449161718
mel_spec_std_14,0.0007741939911831852
chroma_std_3,0.0007549532731343584
mel_spec_std_73,0.000753925902958617
zcr_std,0.0007179152483938086
mel_spec_mean_19,0.0007101701645088512
mel_spec_std_117,0.0006413609664560639
spectral_contrast_std_0,0.0006264800026521266
spectral_contrast_mean_0,0.0006140870174023465
mfcc_std_14,0.000606234544726095
mel_spec_std_115,0.0005979524615103658
mel_spec_std_9,0.0005644917370667888
mel_spec_std_27,0.0005344156854119556
spectral_contrast_mean_5,0.0005268047780295561
dynamic_range,0.00043795562252839766
mel_spec_mean_43,0.0004313304280212867
mel_spec_std_43,0.0004301356012484494
mel_spec_std_69,0.0004298934416830023
mel_spec_std_45,0.0004248460565436117
mel_spec_std_44,0.0004243403147628718
mel_spec_std_28,0.0004062046307502582
onset_rate,0.00040316015937586673
mel_spec_mean_42,0.0003955678181793739
mel_spec_std_29,0.0003850455939139717
mel_spec_mean_79,0.00038148532196599416
mel_spec_mean_60,0.0003785634348392659
mel_spec_std_22,0.0003494057382901499
mel_spec_mean_28,0.0003249841587271226
zcr_mean,0.0003231973392815701
