feature,importance
tempo_0,0.07540894108159697
beat_count,0.07467851901220918
spectral_contrast_mean_5,0.03732864766346366
beat_regularity,0.020783019081024593
mfcc_mean_1,0.019043660837625327
spectral_contrast_mean_4,0.014668767704855106
mel_spec_std_0,0.012697070480280499
mel_spec_mean_19,0.010996280145076953
chroma_std_8,0.007897448046243363
rms_std,0.007219106770490522
mel_spec_mean_14,0.006831773217908347
mfcc_mean_3,0.0054403772682104536
mel_spec_std_2,0.00542010322449593
mel_spec_mean_18,0.005310568520711846
chroma_std_11,0.005301177291693783
mel_spec_mean_6,0.004833247566574888
mfcc_mean_4,0.004772457856231072
chroma_mean_0,0.00470315342141781
zcr_std,0.003895215005032185
mel_spec_std_1,0.0038613482995341402
mel_spec_mean_8,0.0036208026378618434
chroma_std_10,0.0034871086818970627
mfcc_mean_2,0.002956851212369971
mel_spec_mean_23,0.0028519825121397723
mel_spec_std_5,0.002850214357650371
mel_spec_mean_20,0.0026704074964209166
rms_max,0.0026356165071160426
onset_rate,0.002559887427068348
energy_increase_ratio,0.0025465503518310455
rms_mean,0.0025269258944903396
spectral_contrast_std_1,0.002438126200065552
mfcc_mean_15,0.00240145371137113
mfcc_mean_8,0.0023605789514144775
spectral_centroid_std,0.002175367092115394
mfcc_mean_14,0.0021485332984205706
mel_spec_std_3,0.002145561176947454
mfcc_mean_5,0.002115735693742242
mel_spec_mean_55,0.002113475854721004
mfcc_std_8,0.0020909312999927714
mel_spec_std_9,0.0020793924617165545
mel_spec_std_23,0.0020588723578927296
mfcc_mean_16,0.0019793042540554996
spectral_contrast_mean_2,0.0019408378110849838
spectral_rolloff_mean,0.0019110626361463292
mel_spec_mean_4,0.0018461654799387008
mfcc_std_10,0.0018362178509839433
mel_spec_mean_5,0.0018242922430993828
spectral_contrast_std_0,0.0018176163862437633
mfcc_mean_7,0.0017988550922211413
mel_spec_mean_10,0.0017963709585957582
mel_spec_std_26,0.0017899064510029166
mel_spec_mean_57,0.0017875890997898227
rms_delta_std,0.0017838920912037286
mel_spec_mean_44,0.0017320022305560806
mel_spec_mean_26,0.0017192838213876472
mel_spec_mean_17,0.0017186550215837102
chroma_std_5,0.0016835407378857565
spectral_flatness_std,0.0016712259531891335
mfcc_std_2,0.0016451614630286113
mel_spec_mean_24,0.0016393248456369053
mfcc_mean_17,0.0016338140364949639
mel_spec_mean_53,0.0016245676666075703
mel_spec_mean_61,0.0015921954062937086
chroma_std_1,0.0015791391420493033
spectral_contrast_mean_1,0.001548320176208608
